"Date","Price","Open","High","Low","Change %"
"01/08/2025","188.48","188.48","190.79","188.48","-2.01%"
"01/07/2025","192.35","192.35","192.35","187.49","-3.42%"
"01/06/2025","199.17","199.17","199.17","192.32","-4.68%"
"01/03/2025","208.95","208.95","208.95","199.12","-2.53%"
"01/02/2025","214.38","214.38","214.38","198.32","0.03%"
"01/01/2025","214.31","214.31","214.38","214.31","0.07%"
"12/31/2024","214.17","214.17","214.31","214.17","4.46%"
"12/30/2024","205.02","205.02","214.17","205.02","3.42%"
"12/27/2024","198.24","198.24","205.02","198.24","0.00%"
"12/26/2024","198.24","198.24","198.24","198.24","-0.03%"
"12/25/2024","198.30","198.30","198.30","198.24","-0.03%"
"12/24/2024","198.35","198.35","198.35","198.30","-0.89%"
"12/23/2024","200.14","200.14","200.14","198.32","-3.80%"
"12/20/2024","208.05","208.05","208.05","200.14","-4.63%"
"12/19/2024","218.14","218.14","218.14","208.05","16.64%"
"12/18/2024","187.02","187.02","218.20","187.02","3.53%"
"12/17/2024","180.65","180.65","187.02","180.65","4.77%"
"12/16/2024","172.43","172.43","180.65","172.43","3.56%"
"12/13/2024","166.50","166.50","172.43","166.50","2.12%"
"12/12/2024","163.04","163.04","166.50","163.04","-3.49%"
"12/11/2024","168.94","168.94","168.94","163.04","-2.27%"
"12/10/2024","172.87","172.87","172.87","168.94","3.90%"
"12/09/2024","166.38","166.38","172.87","166.38","1.16%"
"12/06/2024","164.48","164.48","166.38","164.48","-1.99%"
"12/05/2024","167.82","167.82","167.82","164.48","-1.78%"
"12/04/2024","170.86","170.86","170.86","167.82","1.15%"
"12/03/2024","168.91","168.91","170.86","168.91","4.61%"
"12/02/2024","161.46","161.46","168.91","161.46","-0.04%"
"11/29/2024","161.52","161.52","161.52","161.46","2.24%"
"11/28/2024","157.98","161.52","161.52","161.52","2.46%"
"11/27/2024","154.19","154.19","157.98","154.19","0.76%"
"11/26/2024","153.02","153.02","154.17","153.02","-1.37%"
"11/25/2024","155.14","155.14","155.14","153.02","0.63%"
"11/22/2024","154.17","154.17","155.14","154.17","-1.26%"
"11/21/2024","156.14","156.14","156.14","155.12","-1.20%"
"11/20/2024","158.03","158.03","158.03","156.12","-3.24%"
"11/19/2024","163.32","163.32","163.32","159.50","-1.81%"
"11/18/2024","166.33","166.33","166.33","162.92","3.00%"
"11/15/2024","161.49","161.49","164.83","161.49","1.28%"
"11/14/2024","159.45","159.45","161.45","159.45","-0.74%"
"11/13/2024","160.64","160.64","160.64","159.45","4.66%"
"11/12/2024","153.49","153.49","160.64","153.49","0.01%"
"11/11/2024","153.47","153.47","153.47","153.47","0.02%"
"11/08/2024","153.44","153.44","155.15","153.44","-1.06%"
"11/07/2024","155.08","155.08","155.08","154.00","-6.03%"
"11/06/2024","165.03","165.03","165.03","155.24","0.07%"
"11/05/2024","164.91","164.91","164.95","164.91","2.49%"
"11/04/2024","160.90","160.90","164.84","160.90","2.11%"
"11/01/2024","157.57","157.57","157.57","155.39","2.19%"
"10/31/2024","154.19","154.19","155.34","154.19","0.40%"
"10/30/2024","153.58","153.58","154.19","153.58","-2.23%"
"10/29/2024","157.09","157.09","157.09","153.58","0.00%"
"10/28/2024","157.09","157.09","157.09","155.13","0.04%"
"10/25/2024","157.02","157.02","157.09","157.02","-1.29%"
"10/24/2024","159.07","159.07","159.07","157.02","1.91%"
"10/23/2024","156.09","156.09","159.07","156.09","1.19%"
"10/22/2024","154.25","154.25","156.09","154.25","2.73%"
"10/21/2024","150.15","150.15","154.23","150.15","-0.71%"
"10/18/2024","151.22","151.22","151.22","150.16","-1.86%"
"10/17/2024","154.09","154.09","154.09","151.22","0.65%"
"10/16/2024","153.10","153.10","154.09","153.10","-1.29%"
"10/15/2024","155.10","155.10","155.10","153.10","2.63%"
"10/14/2024","151.12","151.12","155.10","151.12","0.00%"
"10/11/2024","151.12","151.12","155.06","151.12","1.27%"
"10/10/2024","149.23","146.26","151.09","146.26","-0.78%"
"10/09/2024","150.41","146.21","150.41","146.21","2.81%"
"10/08/2024","146.30","146.30","146.30","146.21","1.96%"
"10/07/2024","143.49","143.49","146.30","143.49","-5.03%"
"10/04/2024","151.09","151.09","151.09","143.49","0.00%"
"10/03/2024","151.09","151.09","153.56","151.09","0.00%"
"10/02/2024","151.09","151.09","151.09","146.26","-1.27%"
"10/01/2024","153.03","153.03","153.03","151.09","0.00%"
"09/30/2024","153.03","153.03","153.03","146.71","-0.08%"
"09/27/2024","153.16","153.16","153.16","153.03","-3.10%"
"09/26/2024","158.06","158.06","158.06","153.16","1.97%"
"09/25/2024","155.01","155.01","158.06","155.01","-0.03%"
"09/24/2024","155.06","155.06","155.06","155.01","0.00%"
"09/23/2024","155.06","155.06","155.06","150.38","13.64%"
"09/20/2024","136.45","136.45","155.06","136.45","-7.40%"
"09/19/2024","147.36","147.36","147.36","136.45","0.00%"
"09/18/2024","147.36","147.36","147.36","141.60","-2.55%"
"09/17/2024","151.22","151.22","151.22","147.35","-0.63%"
"09/16/2024","152.18","152.18","152.18","151.22","-0.03%"
"09/13/2024","152.23","152.23","152.23","152.17","-1.31%"
"09/12/2024","154.25","154.25","154.25","152.25","-1.80%"
"09/11/2024","157.07","157.07","157.07","154.24","1.86%"
"09/10/2024","154.20","154.20","157.07","154.20","-1.20%"
"09/09/2024","156.07","156.07","156.07","154.20","1.23%"
"09/06/2024","154.18","154.18","156.07","154.18","0.08%"
"09/05/2024","154.06","154.06","154.18","154.06","-2.54%"
"09/04/2024","158.07","158.07","158.07","154.07","5.89%"
"09/03/2024","149.28","149.28","149.28","156.74","-0.02%"
"09/02/2024","149.31","149.31","149.31","149.28","3.06%"
"08/30/2024","144.87","144.87","149.31","144.87","0.70%"
"08/29/2024","143.87","143.87","144.87","143.87","1.40%"
"08/28/2024","141.89","141.89","143.87","141.89","-0.71%"
"08/27/2024","142.90","142.90","142.90","141.89","-1.61%"
"08/26/2024","145.24","145.24","145.24","142.90","0.00%"
"08/23/2024","145.24","147.38","147.38","145.24","-0.70%"
"08/22/2024","146.26","146.26","147.39","146.26","-0.63%"
"08/21/2024","147.19","147.19","147.19","146.26","1.30%"
"08/20/2024","145.30","145.30","147.19","145.30","-3.87%"
"08/19/2024","151.15","151.15","151.15","145.30","0.54%"
"08/16/2024","150.34","150.34","151.15","150.34","-3.71%"
"08/15/2024","156.13","156.13","156.13","150.34","-2.98%"
"08/14/2024","160.92","160.92","160.92","156.13","-2.41%"
"08/13/2024","164.89","164.89","164.89","164.88","0.57%"
"08/12/2024","163.96","163.96","164.89","163.96","-0.65%"
"08/09/2024","165.03","165.03","165.03","163.96","-3.43%"
"08/08/2024","170.90","170.90","170.90","165.03","-2.88%"
"08/07/2024","175.96","175.96","175.96","170.90","-0.48%"
"08/06/2024","176.81","176.81","176.81","175.96","3.73%"
"08/05/2024","170.45","170.45","176.83","170.45","4.64%"
"08/02/2024","162.89","162.89","170.46","162.89","3.09%"
"08/01/2024","158.01","158.01","162.92","158.01","1.18%"
"07/31/2024","156.16","156.16","158.01","156.16","0.00%"
"07/30/2024","156.16","156.16","158.09","156.16","0.68%"
"07/29/2024","155.11","155.11","156.16","155.11","-1.90%"
"07/26/2024","158.12","158.12","158.12","155.12","-0.60%"
"07/25/2024","159.08","159.08","159.08","158.12","3.86%"
"07/24/2024","153.17","153.17","159.07","153.17","-0.03%"
"07/23/2024","153.22","153.22","153.22","153.17","-2.53%"
"07/22/2024","157.20","157.20","157.20","153.22","3.27%"
"07/19/2024","152.22","152.22","157.20","152.22","0.00%"
"07/18/2024","152.22","152.22","159.14","152.22","2.68%"
"07/17/2024","148.24","148.24","152.22","148.24","-0.03%"
"07/16/2024","148.28","148.28","148.28","148.26","2.06%"
"07/15/2024","145.28","145.28","148.28","145.28","-1.92%"
"07/12/2024","148.12","148.12","148.12","145.28","0.56%"
"07/11/2024","147.29","147.29","148.12","147.29","-3.86%"
"07/10/2024","153.20","153.20","153.20","147.29","-0.01%"
"07/09/2024","153.21","153.21","153.21","153.20","-1.79%"
"07/08/2024","156.00","156.00","156.00","153.20","-3.72%"
"07/05/2024","162.03","162.03","162.03","156.00","0.06%"
"07/04/2024","161.94","161.94","162.03","161.94","-4.09%"
"07/03/2024","168.84","168.84","168.84","161.94","-0.11%"
"07/02/2024","169.03","169.03","169.03","168.84","-0.55%"
"07/01/2024","169.97","169.97","169.97","169.04","1.82%"
"06/28/2024","166.94","166.94","169.97","166.94","1.71%"
"06/27/2024","164.14","164.14","166.94","164.14","2.52%"
"06/26/2024","160.11","160.11","164.14","160.11","-0.60%"
"06/25/2024","161.07","161.07","161.07","160.11","-2.39%"
"06/24/2024","165.01","165.01","165.01","161.07","1.80%"
"06/21/2024","162.10","162.10","165.01","162.10","2.50%"
"06/20/2024","158.15","158.15","162.10","158.15","0.07%"
"06/19/2024","158.04","158.04","158.15","158.04","-0.75%"
"06/18/2024","159.23","159.23","159.23","158.04","0.71%"
"06/17/2024","158.11","158.11","159.23","158.11","3.35%"
"06/14/2024","152.98","152.98","158.11","152.98","-23.70%"
"06/13/2024","200.49","200.49","200.49","157.02","34.33%"
"06/12/2024","149.25","149.25","153.16","149.25","1.97%"
"06/11/2024","146.37","146.37","149.25","146.37","-0.11%"
"06/10/2024","146.53","146.53","146.53","146.37","1.50%"
"06/07/2024","144.37","144.37","146.52","144.37","0.71%"
"06/06/2024","143.35","143.35","144.37","143.35","-1.00%"
"06/05/2024","144.80","144.80","144.80","143.35","2.09%"
"06/04/2024","141.83","141.83","144.80","141.83","-1.06%"
"06/03/2024","143.35","143.35","143.35","141.83","-27.58%"
"05/31/2024","197.94","197.94","197.94","143.35","-0.01%"
"05/30/2024","197.96","197.96","197.96","143.33","35.22%"
"05/29/2024","146.40","146.40","146.40","146.40","0.04%"
"05/28/2024","146.34","146.34","146.40","146.34","0.00%"
"05/27/2024","146.34","146.34","146.34","146.34","-1.37%"
"05/24/2024","148.38","148.38","148.38","146.34","2.75%"
"05/23/2024","144.41","144.41","148.38","144.41","2.86%"
"05/22/2024","140.40","140.40","144.41","140.40","-0.04%"
"05/21/2024","140.45","140.45","140.45","140.40","0.70%"
"05/20/2024","139.47","139.47","139.47","139.45","-0.72%"
"05/17/2024","140.48","140.48","140.48","139.47","-0.57%"
"05/16/2024","141.29","141.29","141.29","140.48","42.19%"
"05/15/2024","99.37","99.37","141.29","99.37","-28.47%"
"05/14/2024","138.93","138.93","142.34","138.93","-0.39%"
"05/13/2024","139.47","139.47","139.47","138.93","0.76%"
"05/10/2024","138.42","138.42","139.47","138.42","-0.04%"
"05/09/2024","138.47","138.47","138.47","138.42","2.21%"
"05/08/2024","135.48","135.48","138.47","135.48","0.00%"
"05/07/2024","135.48","135.48","135.48","135.48","-1.37%"
"05/06/2024","137.36","137.36","137.36","135.48","-3.46%"
"05/03/2024","142.28","142.28","142.28","137.36","-1.35%"
"05/02/2024","144.23","144.23","144.23","142.28","-3.41%"
"05/01/2024","149.32","149.32","149.32","144.23","2.11%"
"04/30/2024","146.24","146.24","149.32","146.24","-2.64%"
"04/29/2024","150.21","150.21","150.21","146.24","-2.61%"
"04/26/2024","154.24","154.24","154.24","150.21","1.98%"
"04/25/2024","151.24","151.24","154.24","151.24","-0.59%"
"04/24/2024","152.14","152.14","152.14","151.24","-3.15%"
"04/23/2024","157.09","157.09","157.09","152.14","-3.04%"
"04/22/2024","162.02","162.02","162.02","157.09","-0.66%"
"04/19/2024","163.10","163.10","163.10","162.00","0.72%"
"04/18/2024","161.94","161.94","163.10","161.94","-0.10%"
"04/17/2024","162.11","162.11","162.11","161.94","1.86%"
"04/16/2024","159.15","159.15","162.10","159.15","3.94%"
"04/15/2024","153.11","153.11","159.15","153.11","3.27%"
"04/12/2024","148.26","148.26","153.11","148.26","1.15%"
"04/11/2024","146.58","146.58","148.26","146.58","3.01%"
"04/10/2024","142.30","142.30","146.58","142.30","-1.44%"
"04/09/2024","144.38","144.38","144.38","142.30","-2.05%"
"04/08/2024","147.40","147.40","147.40","144.38","-0.58%"
"04/05/2024","148.26","148.26","148.26","148.26","2.03%"
"04/04/2024","145.31","145.31","148.26","145.31","1.36%"
"04/03/2024","143.36","143.36","145.31","143.36","2.03%"
"04/02/2024","140.51","140.51","143.36","140.51","1.51%"
"04/01/2024","138.42","138.42","140.51","138.42","-0.04%"
"03/29/2024","138.47","138.47","138.47","138.42","2.23%"
"03/28/2024","135.45","135.45","138.47","135.45","1.48%"
"03/27/2024","133.48","133.48","135.45","133.48","-0.04%"
"03/26/2024","133.54","133.54","133.54","133.48","-1.39%"
"03/25/2024","135.42","135.42","135.42","133.54","2.96%"
"03/22/2024","131.53","131.53","135.42","131.53","-2.87%"
"03/21/2024","135.41","135.41","135.41","131.53","8.61%"
"03/20/2024","124.67","124.67","135.41","124.67","-0.02%"
"03/19/2024","124.70","124.70","124.70","124.67","-0.01%"
"03/18/2024","124.71","124.71","124.71","124.70","0.78%"
"03/15/2024","123.75","123.75","124.71","123.75","2.48%"
"03/14/2024","120.76","120.76","123.75","120.76","-3.18%"
"03/13/2024","124.72","124.72","124.72","120.76","-3.05%"
"03/12/2024","128.65","128.65","128.65","124.72","-0.73%"
"03/11/2024","129.60","129.60","129.60","128.65","1.56%"
"03/08/2024","127.61","127.61","129.59","127.61","-0.79%"
"03/07/2024","128.63","128.63","128.63","127.61","0.81%"
"03/06/2024","127.60","127.60","128.63","127.60","2.32%"
"03/05/2024","124.71","124.71","127.60","124.71","0.06%"
"03/04/2024","124.63","124.63","124.71","124.63","-0.02%"
"03/01/2024","124.66","124.66","124.66","124.63","-1.56%"
"02/29/2024","126.63","126.63","126.63","124.66","-0.02%"
"02/28/2024","126.66","126.66","126.66","126.63","2.39%"
"02/27/2024","123.70","123.70","126.66","123.70","0.83%"
"02/26/2024","122.68","122.68","123.70","122.68","-2.39%"
"02/23/2024","125.68","125.68","125.68","122.68","-5.20%"
"02/22/2024","132.58","132.58","132.58","125.68","-0.70%"
"02/21/2024","133.51","133.51","133.51","132.58","2.25%"
"02/20/2024","130.57","130.57","133.51","130.57","-0.02%"
"02/19/2024","130.60","130.60","130.60","130.57","-0.71%"
"02/16/2024","131.53","131.53","131.53","130.62","-0.70%"
"02/15/2024","132.46","132.46","132.46","131.53","-2.34%"
"02/14/2024","135.63","135.63","135.63","132.46","0.87%"
"02/13/2024","134.46","134.46","135.63","134.46","-0.76%"
"02/12/2024","135.49","135.49","135.49","134.46","0.00%"
"02/09/2024","135.49","135.49","135.49","135.49","1.48%"
"02/08/2024","133.51","133.51","135.49","133.51","-1.39%"
"02/07/2024","135.39","135.39","135.39","133.51","-1.56%"
"02/06/2024","137.53","137.53","137.53","135.39","1.41%"
"02/05/2024","135.62","135.62","137.53","135.62","0.16%"
"02/02/2024","135.41","135.41","135.62","135.41","-2.79%"
"02/01/2024","139.30","139.30","139.30","135.41","2.06%"
"01/31/2024","136.49","136.49","139.30","136.49","0.07%"
"01/30/2024","136.39","136.39","136.49","136.39","-0.78%"
"01/29/2024","137.46","137.46","137.46","136.39","-1.34%"
"01/26/2024","139.32","139.32","139.32","137.46","-0.78%"
"01/25/2024","140.41","140.41","140.41","139.32","0.01%"
"01/24/2024","140.39","140.39","140.41","140.39","3.66%"
"01/23/2024","135.43","135.43","140.40","135.43","2.95%"
"01/22/2024","131.55","131.55","135.43","131.55","-0.72%"
"01/19/2024","132.51","132.51","132.51","131.55","-0.06%"
"01/18/2024","132.59","132.59","132.59","132.50","1.54%"
"01/17/2024","130.58","130.58","132.59","130.58","1.57%"
"01/16/2024","128.56","128.56","130.58","128.56","0.06%"
"01/15/2024","128.48","128.48","128.56","128.48","-2.22%"
"01/12/2024","131.40","131.40","131.40","128.50","-0.80%"
"01/11/2024","132.46","132.46","132.46","131.40","-3.58%"
"01/10/2024","137.38","137.38","137.38","132.46","-1.40%"
"01/09/2024","139.33","139.33","139.33","137.38","-1.42%"
"01/08/2024","141.34","141.34","141.34","139.33","-0.72%"
"01/05/2024","142.37","142.37","142.37","141.34","-0.64%"
"01/04/2024","143.28","143.28","143.28","142.37","2.76%"
"01/03/2024","139.43","139.43","143.28","139.43","6.05%"
"01/02/2024","131.47","131.47","139.43","131.47","0.00%"
"01/01/2024","131.47","131.47","131.47","131.47","-0.77%"
"12/29/2023","132.49","132.49","132.49","131.47","0.07%"
"12/28/2023","132.40","132.40","132.49","132.40","-0.05%"
"12/27/2023","132.46","132.46","132.46","132.42","0.01%"
"12/26/2023","132.45","132.45","132.46","132.45","0.00%"
"12/25/2023","132.45","132.45","132.45","132.45","-1.46%"
"12/22/2023","134.41","134.41","134.41","132.45","-0.69%"
"12/21/2023","135.35","135.35","135.35","134.41","-0.03%"
"12/20/2023","135.39","135.39","135.39","135.35","-0.74%"
"12/19/2023","136.40","136.40","136.40","135.39","-0.74%"
"12/18/2023","137.41","137.41","137.41","136.40","0.80%"
"12/15/2023","136.32","136.32","137.40","136.32","-2.67%"
"12/14/2023","140.06","140.06","140.06","136.32","-3.54%"
"12/13/2023","145.20","145.20","145.20","140.06","-0.01%"
"12/12/2023","145.21","145.21","145.21","145.21","-1.43%"
"12/11/2023","147.31","147.31","147.31","145.21","-0.56%"
"12/08/2023","148.14","148.14","148.14","147.32","-0.66%"
"12/07/2023","149.13","149.13","149.13","148.14","2.06%"
"12/06/2023","146.12","146.12","149.13","146.12","2.67%"
"12/05/2023","142.32","142.32","146.12","142.32","-7.31%"
"12/04/2023","153.55","153.55","153.55","142.32","5.00%"
"12/01/2023","146.24","146.24","146.24","143.09","2.86%"
"11/30/2023","142.17","142.17","146.24","142.17","-2.01%"
"11/29/2023","145.08","145.08","145.08","142.17","-0.70%"
"11/28/2023","146.11","146.11","146.11","145.08","-0.75%"
"11/27/2023","147.21","147.21","147.21","146.11","0.01%"
"11/24/2023","147.19","147.19","147.21","147.19","0.01%"
"11/23/2023","147.18","147.18","147.19","147.18","0.73%"
"11/22/2023","146.12","146.12","147.18","146.12","-0.68%"
"11/21/2023","147.12","147.12","147.12","146.12","-3.24%"
"11/20/2023","152.04","152.04","152.04","150.09","-1.80%"
"11/17/2023","154.82","154.82","154.82","152.04","-1.42%"
"11/16/2023","157.05","157.05","157.05","154.82","-0.94%"
"11/15/2023","158.54","158.54","158.54","157.05","-4.33%"
"11/14/2023","165.71","165.71","165.71","158.54","1.19%"
"11/13/2023","163.76","163.76","165.71","163.76","-1.86%"
"11/10/2023","166.87","166.87","166.87","163.77","1.91%"
"11/09/2023","163.75","163.75","166.88","163.75","-1.14%"
"11/08/2023","165.64","165.64","165.64","163.75","-0.70%"
"11/07/2023","166.80","166.80","166.80","165.64","3.89%"
"11/06/2023","160.56","160.56","166.80","160.56","-3.07%"
"11/03/2023","165.65","165.65","179.32","165.65","-4.90%"
"11/02/2023","174.18","174.18","174.18","165.65","-4.45%"
"11/01/2023","182.29","182.29","182.29","174.18","-0.54%"
"10/31/2023","183.28","183.28","183.28","182.29","-1.50%"
"10/30/2023","186.08","186.08","186.08","183.28","0.08%"
"10/27/2023","185.93","185.93","186.08","185.93","-0.19%"
"10/26/2023","186.28","186.28","186.28","185.93","1.12%"
"10/25/2023","184.22","184.22","186.28","184.22","-2.02%"
"10/24/2023","188.01","188.01","188.01","186.57","-1.47%"
"10/23/2023","190.82","190.82","190.82","188.01","0.95%"
"10/20/2023","189.03","189.03","192.63","189.03","2.05%"
"10/19/2023","185.23","185.23","189.03","185.23","2.07%"
"10/18/2023","181.48","181.48","185.22","181.48","1.18%"
"10/17/2023","179.36","179.36","189.79","179.36","-2.05%"
"10/16/2023","183.11","179.36","179.36","179.36","1.50%"
"10/13/2023","180.41","180.41","183.11","180.41","1.20%"
"10/12/2023","178.27","178.27","178.44","178.27","-1.46%"
"10/11/2023","180.92","180.92","180.92","178.27","-4.60%"
"10/10/2023","189.64","189.64","189.64","180.92","-0.24%"
"10/09/2023","190.10","190.10","190.10","189.62","-1.89%"
"10/06/2023","193.77","193.77","193.77","190.10","-0.45%"
"10/05/2023","194.64","194.64","194.64","193.77","-2.62%"
"10/04/2023","199.88","199.88","199.88","194.64","5.07%"
"10/03/2023","190.24","190.24","190.24","185.00","2.24%"
"10/02/2023","186.07","186.07","190.24","186.07","0.58%"
"09/29/2023","185.00","185.00","186.10","185.00","-2.23%"
"09/28/2023","189.21","189.21","189.21","185.00","2.19%"
"09/27/2023","185.15","185.15","189.21","185.15","1.56%"
"09/26/2023","182.30","182.30","185.16","182.30","1.17%"
"09/25/2023","180.20","180.20","182.30","180.20","-1.68%"
"09/22/2023","183.28","183.28","183.28","180.20","1.61%"
"09/21/2023","180.37","180.37","183.26","180.37","0.22%"
"09/20/2023","179.98","179.98","179.98","177.24","9.86%"
"09/19/2023","163.82","163.82","163.84","163.82","-1.21%"
"09/18/2023","165.82","165.82","165.82","163.83","0.00%"
"09/15/2023","165.82","165.82","165.82","165.79","-1.70%"
"09/14/2023","168.68","168.68","168.68","165.82","-1.76%"
"09/13/2023","171.71","171.71","171.71","171.67","1.18%"
"09/12/2023","169.70","169.70","171.69","169.70","0.56%"
"09/11/2023","168.75","168.75","169.70","168.75","-1.07%"
"09/08/2023","170.57","170.57","170.57","168.75","-0.70%"
"09/07/2023","171.77","171.77","171.77","170.57","2.34%"
"09/06/2023","167.85","167.85","171.77","167.85","1.84%"
"09/05/2023","164.81","164.81","167.85","164.81","0.00%"
"09/04/2023","164.81","164.81","164.81","164.81","-1.71%"
"09/01/2023","167.67","167.67","167.67","164.85","2.99%"
"08/31/2023","162.81","162.81","167.67","162.81","-0.50%"
"08/30/2023","163.62","163.62","163.62","162.81","-1.84%"
"08/29/2023","166.69","166.69","166.69","163.63","-4.02%"
"08/28/2023","173.67","173.67","173.67","166.68","-2.76%"
"08/25/2023","178.60","178.60","178.60","173.67","1.26%"
"08/24/2023","176.37","176.37","178.60","176.37","-4.88%"
"08/23/2023","185.42","185.42","185.42","176.36","-1.61%"
"08/22/2023","188.45","188.45","188.45","185.42","0.11%"
"08/21/2023","188.24","188.24","188.45","188.24","1.05%"
"08/18/2023","186.29","186.29","188.20","186.29","3.20%"
"08/17/2023","180.51","180.51","186.31","180.51","0.03%"
"08/16/2023","180.46","180.46","180.51","180.46","2.76%"
"08/15/2023","175.61","175.61","180.46","175.61","2.86%"
"08/14/2023","170.72","170.72","175.61","170.72","0.05%"
"08/11/2023","170.64","170.64","170.72","170.64","-1.68%"
"08/10/2023","173.55","173.55","173.55","170.64","0.63%"
"08/09/2023","172.46","172.46","173.55","172.46","0.54%"
"08/08/2023","171.54","171.54","172.46","171.54","-0.45%"
"08/07/2023","172.32","172.32","172.32","171.54","-1.29%"
"08/04/2023","174.57","174.57","174.57","172.32","1.21%"
"08/03/2023","172.48","172.48","174.57","172.48","4.06%"
"08/02/2023","165.75","165.75","172.48","165.75","1.26%"
"08/01/2023","163.69","163.69","165.75","163.69","0.64%"
"07/31/2023","162.65","162.65","163.12","162.65","-0.12%"
"07/28/2023","162.85","162.85","162.85","161.84","-1.04%"
"07/27/2023","164.56","164.56","164.56","164.40","-2.92%"
"07/26/2023","169.51","169.51","169.51","167.12","-0.60%"
"07/25/2023","170.53","170.53","170.53","170.48","-1.09%"
"07/24/2023","172.41","172.41","172.41","171.87","-1.76%"
"07/21/2023","175.50","175.50","175.50","173.93","1.25%"
"07/20/2023","173.34","173.34","174.60","173.34","-1.13%"
"07/19/2023","175.32","175.32","175.32","174.64","-0.53%"
"07/18/2023","176.25","176.25","176.25","176.25","-0.69%"
"07/17/2023","177.48","177.48","177.48","176.15","3.12%"
"07/14/2023","172.11","172.11","175.02","172.11","-2.19%"
"07/13/2023","175.97","175.97","175.97","174.22","-2.85%"
"07/12/2023","181.14","181.14","181.14","178.66","0.11%"
"07/11/2023","180.95","180.95","181.34","180.95","0.47%"
"07/10/2023","180.11","180.11","181.18","180.11","-0.66%"
"07/07/2023","181.30","181.30","181.30","180.19","2.56%"
"07/06/2023","176.78","176.78","179.15","176.78","1.47%"
"07/05/2023","174.22","174.22","175.81","174.22","-0.10%"
"07/04/2023","174.39","174.39","175.09","174.39","0.60%"
"07/03/2023","173.35","173.35","175.16","173.35","-3.65%"
"06/30/2023","179.92","179.92","179.92","175.95","1.03%"
"06/29/2023","178.09","178.09","178.98","178.09","0.41%"
"06/28/2023","177.36","177.36","178.04","177.36","-0.43%"
"06/27/2023","178.12","178.12","178.12","176.93","0.84%"
"06/26/2023","176.63","176.63","177.43","176.63","1.27%"
"06/23/2023","174.41","174.41","176.72","174.41","-1.57%"
"06/22/2023","177.19","177.19","177.19","176.57","-1.58%"
"06/21/2023","180.03","180.03","180.03","179.13","-1.15%"
"06/20/2023","182.12","182.12","182.12","181.15","-0.04%"
"06/19/2023","182.19","182.19","183.52","182.19","-0.36%"
"06/16/2023","182.84","182.84","183.58","182.84","-2.22%"
"06/15/2023","186.99","186.99","186.99","184.70","-0.60%"
"06/14/2023","188.12","188.12","188.12","187.17","-1.36%"
"06/13/2023","190.71","190.71","190.71","189.90","-1.14%"
"06/12/2023","192.90","192.90","192.90","192.08","-0.84%"
"06/09/2023","194.54","194.54","194.54","194.11","-0.61%"
"06/08/2023","195.73","195.73","195.73","195.01","-0.43%"
"06/07/2023","196.58","196.58","196.72","196.58","-1.41%"
"06/06/2023","199.40","199.40","199.40","198.18","-1.20%"
"06/05/2023","201.82","201.82","201.82","201.00","-1.64%"
"06/02/2023","205.18","205.18","205.18","204.62","-1.85%"
"06/01/2023","209.05","209.05","209.05","207.23","1.01%"
"05/31/2023","206.96","206.96","207.90","206.96","-0.14%"
"05/30/2023","207.24","207.24","207.24","207.23","-0.07%"
"05/29/2023","207.39","207.39","207.77","207.39","-1.91%"
"05/26/2023","211.42","211.42","211.42","207.85","-0.80%"
"05/25/2023","213.13","213.13","213.13","211.30","0.05%"
"05/24/2023","213.02","213.02","213.32","213.02","-0.52%"
"05/23/2023","214.13","214.13","214.13","212.67","-0.47%"
"05/22/2023","215.15","215.15","215.15","213.81","-1.51%"
"05/19/2023","218.45","218.45","218.45","214.27","-8.00%"
"05/18/2023","237.45","237.45","237.45","225.82","7.00%"
"05/17/2023","221.91","221.91","225.54","221.91","-0.01%"
"05/16/2023","221.95","221.95","225.53","221.95","-0.02%"
"05/15/2023","221.99","221.99","225.52","221.99","-0.01%"
"05/12/2023","222.02","225.50","225.50","222.02","-0.02%"
"05/11/2023","222.06","222.06","225.50","222.06","-1.51%"
"05/10/2023","225.47","222.04","225.47","222.04","1.56%"
"05/09/2023","222.01","222.01","225.46","222.01","0.38%"
"05/08/2023","221.17","221.17","222.07","221.17","-1.94%"
"05/05/2023","225.55","225.55","225.55","222.15","2.77%"
"05/04/2023","219.48","219.48","224.15","219.48","0.98%"
"05/03/2023","217.34","217.34","219.40","217.34","1.86%"
"05/02/2023","213.38","213.38","217.45","213.38","-1.55%"
"05/01/2023","216.74","216.74","216.74","214.40","-3.58%"
"04/28/2023","224.79","224.78","224.78","217.61","-1.31%"
"04/27/2023","227.76","227.76","227.76","223.76","0.37%"
"04/26/2023","226.93","226.93","227.35","226.93","0.66%"
"04/25/2023","225.45","225.45","226.96","225.45","-0.56%"
"04/24/2023","226.72","226.72","226.72","225.69","0.18%"
"04/21/2023","226.31","226.31","226.58","226.31","1.96%"
"04/20/2023","221.97","221.97","225.71","221.97","2.32%"
"04/19/2023","216.94","216.94","216.94","216.94","1.22%"
"04/18/2023","214.32","214.32","214.32","214.32","-0.01%"
"04/17/2023","214.35","214.35","214.35","214.35","-0.33%"
"04/14/2023","215.06","215.06","215.06","215.06","-4.34%"
"04/13/2023","224.82","224.82","224.82","224.82","0.01%"
"04/12/2023","224.80","224.80","224.80","224.80","-2.54%"
"04/11/2023","230.65","230.65","230.65","230.65","-0.14%"
